disciplina;curso;ano;tema;habilidade_codigo;texto_oficial;agrupamento_fonte
Matemática;Ensino Fundamental II;6º ano;Ângulos: noção, usos e medida;EF06MA27;Determinar medidas da abertura de ângulos, por meio de transferidor e/ou tecnologias digitais.;objeto_conhecimento
Matemática;Ensino Fundamental II;6º ano;Plantas baixas e vistas aéreas;EF06MA28;Interpretar, descrever e desenhar plantas baixas simples de residências e vistas aéreas.;objeto_conhecimento
Matemática;Ensino Fundamental II;6º ano;Perímetro de um quadrado como grandeza proporcional à medida do lado;EF06MA29;Analisar e descrever mudanças que ocorrem no perímetro e na área de um quadrado ao se ampliarem ou reduzirem, igualmente, as medidas de seus lados, para compreender que o perímetro é proporcional à medida do lado, o que não ocorre com a área.;objeto_conhecimento
Matemática;Ensino Fundamental II;6º ano;Probabilidade e estatística;EF06MA30;Calcular a probabilidade de um evento aleatório, expressando-a por número racional (forma fracionária, decimal e percentual) e comparar esse número com a probabilidade obtida por meio de experimentos sucessivos.;unidade_tematica
Matemática;Ensino Fundamental II;6º ano;Leitura e interpretação de tabelas e gráficos (de colunas ou barras simples ou múltiplas) referentes a variáveis categóricas e variáveis numéricas;EF06MA31;Identificar as variáveis e suas frequências e os elementos constitutivos (título, eixos, legendas, fontes e datas) em diferentes tipos de gráfico.;objeto_conhecimento
Matemática;Ensino Fundamental II;6º ano;Leitura e interpretação de tabelas e gráficos (de colunas ou barras simples ou múltiplas) referentes a variáveis categóricas e variáveis numéricas;EF06MA32;Interpretar e resolver situações que envolvam dados de pesquisas sobre contextos ambientais, sustentabilidade, trânsito, consumo responsável, entre outros, apresentadas pela mídia em tabelas e em diferentes tipos de gráficos e redigir textos escritos com o objetivo de sintetizar conclusões.;objeto_conhecimento
Matemática;Ensino Fundamental II;6º ano;Probabilidade e estatística;EF06MA33;Planejar e coletar dados de pesquisa referente a práticas sociais escolhidas pelos alunos e fazer uso de planilhas eletrônicas para registro, representação e interpretação das informações, em tabelas, vários tipos de gráficos e texto.;unidade_tematica
Matemática;Ensino Fundamental II;6º ano;Diferentes tipos de representação de informações: gráficos e fluxogramas;EF06MA34;Interpretar e desenvolver fluxogramas simples, identificando as relações entre os objetos representados (por exemplo, posição de cidades considerando as estradas que as unem, hierarquia dos funcionários de uma empresa etc.).;objeto_conhecimento
Arte;Ensino Médio;1ª série;Competência específica 1;EM13LGG101;Compreender e analisar processos de produção e circulação de discursos, nas diferentes linguagens, para fazer escolhas fundamentadas em função de interesses pessoais e coletivos.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 1;EM13LGG102;Analisar visões de mundo, conflitos de interesse, preconceitos e ideologias presentes nos discursos veiculados nas diferentes mídias, ampliando suas possibilidades de explicação, interpretação e intervenção crítica da/na realidade.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 1;EM13LGG103;Analisar o funcionamento das linguagens, para interpretar e produzir criticamente discursos em textos de diversas semioses (visuais, verbais, sonoras, gestuais).;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 1;EM13LGG104;Utilizar as diferentes linguagens, levando em conta seus funcionamentos, para a compreensão e produção de textos e discursos em diversos campos de atuação social.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 1;EM13LGG105;Analisar e experimentar diversos processos de remidiação de produções multissemióticas, multimídia e transmídia, desenvolvendo diferentes modos de participação e intervenção social.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 2;EM13LGG201;Utilizar as diversas linguagens (artísticas, corporais e verbais) em diferentes contextos, valorizando-as como fenômeno social, cultural, histórico, variável, heterogêneo e sensível aos contextos de uso.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 2;EM13LGG202;Analisar interesses, relações de poder e perspectivas de mundo nos discursos das diversas práticas de linguagem (artísticas, corporais e verbais), compreendendo criticamente o modo como circulam, constituem-se e (re)produzem significação e ideologias.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 2;EM13LGG203;Analisar os diálogos e os processos de disputa por legitimidade nas práticas de linguagem e em suas produções (artísticas, corporais e verbais).;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 2;EM13LGG204;Dialogar e produzir entendimento mútuo, nas diversas linguagens (artísticas, corporais e verbais), com vistas ao interesse comum pautado em princípios e valores de equidade assentados na democracia e nos Direitos Humanos.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 3;EM13LGG301;Participar de processos de produção individual e colaborativa em diferentes linguagens (artísticas, corporais e verbais), levando em conta suas formas e seus funcionamentos, para produzir sentidos em diferentes contextos.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 3;EM13LGG302;Posicionar-se criticamente diante de diversas visões de mundo presentes nos discursos em diferentes linguagens, levando em conta seus contextos de produção e de circulação.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 3;EM13LGG303;Debater questões polêmicas de relevância social, analisando diferentes argumentos e opiniões, para formular, negociar e sustentar posições, frente à análise de perspectivas distintas.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 3;EM13LGG304;Formular propostas, intervir e tomar decisões que levem em conta o bem comum e os Direitos Humanos, a consciência socioambiental e o consumo responsável em âmbito local, regional e global.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 3;EM13LGG305;Mapear e criar, por meio de práticas de linguagem, possibilidades de atuação social, política, artística e cultural para enfrentar desafios contemporâneos, discutindo princípios e objetivos dessa atuação de maneira crítica, criativa, solidária e ética.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 4;EM13LGG401;Analisar criticamente textos de modo a compreender e caracterizar as línguas como fenômeno (geo)político, histórico, social, cultural, variável, heterogêneo e sensível aos contextos de uso.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 4;EM13LGG402;Empregar, nas interações sociais, a variedade e o estilo de língua adequados à situação comunicativa, ao(s) interlocutor(es) e ao gênero do discurso, respeitando os usos das línguas por esse(s) interlocutor(es) e sem preconceito linguístico.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 4;EM13LGG403;Fazer uso do inglês como língua de comunicação global, levando em conta a multiplicidade e variedade de usos, usuários e funções dessa língua no mundo contemporâneo.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 5;EM13LGG501;Selecionar e utilizar movimentos corporais de forma consciente e intencional para interagir socialmente em práticas corporais, de modo a estabelecer relações construtivas, empáticas, éticas e de respeito às diferenças.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 5;EM13LGG502;Analisar criticamente preconceitos, estereótipos e relações de poder presentes nas práticas corporais, adotando posicionamento contrário a qualquer manifestação de injustiça e desrespeito a direitos humanos e valores democráticos.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 5;EM13LGG503;Vivenciar práticas corporais e significá-las em seu projeto de vida, como forma de autoconhecimento, autocuidado com o corpo e com a saúde, socialização e entretenimento.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 6;EM13LGG601;Apropriar-se do patrimônio artístico de diferentes tempos e lugares, compreendendo a sua diversidade, bem como os processos de legitimação das manifestações artísticas na sociedade, desenvolvendo visão crítica e histórica.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 6;EM13LGG602;Fruir e apreciar esteticamente diversas manifestações artísticas e culturais, das locais às mundiais, assim como delas participar, de modo a aguçar continuamente a sensibilidade, a imaginação e a criatividade.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 6;EM13LGG603;Expressar-se e atuar em processos de criação autorais individuais e coletivos nas diferentes linguagens artísticas (artes visuais, audiovisual, dança, música e teatro) e nas intersecções entre elas, recorrendo a referências estéticas e culturais, conhecimentos de naturezas diversas (artísticos, históricos, sociais e políticos) e experiências individuais e coletivas.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 6;EM13LGG604;Relacionar as práticas artísticas às diferentes dimensões da vida social, cultural, política e econômica e identificar o processo de construção histórica dessas práticas.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 7;EM13LGG701;Explorar tecnologias digitais da informação e comunicação (TDIC), compreendendo seus princípios e funcionalidades, e utilizá-las de modo ético, criativo, responsável e adequado a práticas de linguagem em diferentes contextos.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 7;EM13LGG702;Avaliar o impacto das tecnologias digitais da informação e comunicação (TDIC) na formação do sujeito e em suas práticas sociais, para fazer uso crítico dessa mídia em práticas de seleção, compreensão e produção de discursos em ambiente digital.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 7;EM13LGG703;Utilizar diferentes linguagens, mídias e ferramentas digitais em processos de produção coletiva, colaborativa e projetos autorais em ambientes digitais.;unidade_tematica
Arte;Ensino Médio;1ª série;Competência específica 7;EM13LGG704;Apropriar-se criticamente de processos de pesquisa e busca de informação, por meio de ferramentas e dos novos formatos de produção e distribuição do conhecimento na cultura de rede.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 1;EM13CNT101;Analisar e representar, com ou sem o uso de dispositivos e de aplicativos digitais específicos, as transformações e conservações em sistemas que envolvam quantidade de matéria, de energia e de movimento para realizar previsões sobre seus comportamentos em situações cotidianas e em processos produtivos que priorizem o desenvolvimento sustentável, o uso consciente dos recursos naturais e a preservação da vida em todas as suas formas.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 1;EM13CNT102;Realizar previsões, avaliar intervenções e/ou construir protótipos de sistemas térmicos que visem à sustentabilidade, considerando sua composição e os efeitos das variáveis termodinâmicas sobre seu funcionamento, considerando também o uso de tecnologias digitais que auxiliem no cálculo de estimativas e no apoio à construção dos protótipos.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 1;EM13CNT103;Utilizar o conhecimento sobre as radiações e suas origens para avaliar as potencialidades e os riscos de sua aplicação em equipamentos de uso cotidiano, na saúde, no ambiente, na indústria, na agricultura e na geração de energia elétrica.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 1;EM13CNT104;Avaliar os benefícios e os riscos à saúde e ao ambiente, considerando a composição, a toxicidade e a reatividade de diferentes materiais e produtos, como também o nível de exposição a eles, posicionando-se criticamente e propondo soluções individuais e/ou coletivas para seus usos e descartes responsáveis.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 1;EM13CNT105;Analisar os ciclos biogeoquímicos e interpretar os efeitos de fenômenos naturais e da interferência humana sobre esses ciclos, para promover ações individuais e/ ou coletivas que minimizem consequências nocivas à vida.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 1;EM13CNT106;Avaliar, com ou sem o uso de dispositivos e aplicativos digitais, tecnologias e possíveis soluções para as demandas que envolvem a geração, o transporte, a distribuição e o consumo de energia elétrica, considerando a disponibilidade de recursos, a eficiência energética, a relação custo/benefício, as características geográficas e ambientais, a produção de resíduos e os impactos socioambientais e culturais.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 1;EM13CNT107;Realizar previsões qualitativas e quantitativas sobre o funcionamento de geradores, motores elétricos e seus componentes, bobinas, transformadores, pilhas, baterias e dispositivos eletrônicos, com base na análise dos processos de transformação e condução de energia envolvidos - com ou sem o uso de dispositivos e aplicativos digitais -, para propor ações que visem a sustentabilidade.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT201;Analisar e discutir modelos, teorias e leis propostos em diferentes épocas e culturas para comparar distintas explicações sobre o surgimento e a evolução da Vida, da Terra e do Universo com as teorias científicas aceitas atualmente.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT202;Analisar as diversas formas de manifestação da vida em seus diferentes níveis de organização, bem como as condições ambientais favoráveis e os fatores limitantes a elas, com ou sem o uso de dispositivos e aplicativos digitais (como softwares de simulação e de realidade virtual, entre outros).;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT203;Avaliar e prever efeitos de intervenções nos ecossistemas, e seus impactos nos seres vivos e no corpo humano, com base nos mecanismos de manutenção da vida, nos ciclos da matéria e nas transformações e transferências de energia, utilizando representações e simulações sobre tais fatores, com ou sem o uso de dispositivos e aplicativos digitais (como softwares de simulação e de realidade virtual, entre outros).;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT204;Elaborar explicações, previsões e cálculos a respeito dos movimentos de objetos na Terra, no Sistema Solar e no Universo com base na análise das interações gravitacionais, com ou sem o uso de dispositivos e aplicativos digitais (como softwares de simulação e de realidade virtual, entre outros).;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT205;Interpretar resultados e realizar previsões sobre atividades experimentais, fenômenos naturais e processos tecnológicos, com base nas noções de probabilidade e incerteza, reconhecendo os limites explicativos das ciências.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT206;Discutir a importância da preservação e conservação da biodiversidade, considerando parâmetros qualitativos e quantitativos, e avaliar os efeitos da ação humana e das políticas ambientais para a garantia da sustentabilidade do planeta.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT207;Identificar, analisar e discutir vulnerabilidades vinculadas às vivências e aos desafios contemporâneos aos quais as juventudes estão expostas, considerando os aspectos físico, psicoemocional e social, a fim de desenvolver e divulgar ações de prevenção e de promoção da saúde e do bem-estar.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT208;Aplicar os princípios da evolução biológica para analisar a história humana, considerando sua origem, diversificação, dispersão pelo planeta e diferentes formas de interação com a natureza, valorizando e respeitando a diversidade étnica e cultural humana.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 2;EM13CNT209;Analisar a evolução estelar associando-a aos modelos de origem e distribuição dos elementos químicos no Universo, compreendendo suas relações com as condições necessárias ao surgimento de sistemas solares e planetários, suas estruturas e composições e as possibilidades de existência de vida, utilizando representações e simulações, com ou sem o uso de dispositivos e aplicativos digitais (como softwares de simulação e de realidade virtual, entre outros).;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT301;Construir questões, elaborar hipóteses, previsões e estimativas, empregar instrumentos de medição e representar e interpretar modelos explicativos, dados e/ou resultados experimentais para construir, avaliar e justificar conclusões no enfrentamento de situações-problema sob uma perspectiva científica.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT302;Comunicar, para públicos variados, em diversos contextos, resultados de análises, pesquisas e/ou experimentos, elaborando e/ou interpretando textos, gráficos, tabelas, símbolos, códigos, sistemas de classificação e equações, por meio de diferentes linguagens, mídias, tecnologias digitais de informação e comunicação (TDIC), de modo a participar e/ou promover debates em torno de temas científicos e/ou tecnológicos de relevância sociocultural e ambiental.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT303;Interpretar textos de divulgação científica que tratem de temáticas das Ciências da Natureza, disponíveis em diferentes mídias, considerando a apresentação dos dados, tanto na forma de textos como em equações, gráficos e/ou tabelas, a consistência dos argumentos e a coerência das conclusões, visando construir estratégias de seleção de fontes confiáveis de informações.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT304;Analisar e debater situações controversas sobre a aplicação de conhecimentos da área de Ciências da Natureza (tais como tecnologias do DNA, tratamentos com células-tronco, neurotecnologias, produção de tecnologias de defesa, estratégias de controle de pragas, entre outros), com base em argumentos consistentes, legais, éticos e responsáveis, distinguindo diferentes pontos de vista.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT305;Investigar e discutir o uso indevido de conhecimentos das Ciências da Natureza na justificativa de processos de discriminação, segregação e privação de direitos individuais e coletivos, em diferentes contextos sociais e históricos, para promover a equidade e o respeito à diversidade.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT306;Avaliar os riscos envolvidos em atividades cotidianas, aplicando conhecimentos das Ciências da Natureza, para justificar o uso de equipamentos e recursos, bem como comportamentos de segurança, visando à integridade física, individual e coletiva, e socioambiental, podendo fazer uso de dispositivos e aplicativos digitais que viabilizem a estruturação de simulações de tais riscos.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT307;Analisar as propriedades dos materiais para avaliar a adequação de seu uso em diferentes aplicações (industriais, cotidianas, arquitetônicas ou tecnológicas) e/ ou propor soluções seguras e sustentáveis considerando seu contexto local e cotidiano.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT308;Investigar e analisar o funcionamento de equipamentos elétricos e/ou eletrônicos e sistemas de automação para compreender as tecnologias contemporâneas e avaliar seus impactos sociais, culturais e ambientais.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT309;Analisar questões socioambientais, políticas e econômicas relativas à dependência do mundo atual em relação aos recursos não renováveis e discutir a necessidade de introdução de alternativas e novas tecnologias energéticas e de materiais, comparando diferentes tipos de motores e processos de produção de novos materiais.;unidade_tematica
Biologia;Ensino Médio;1ª série;Competência específica 3;EM13CNT310;Investigar e analisar os efeitos de programas de infraestrutura e demais serviços básicos (saneamento, energia elétrica, transporte, telecomunicações, cobertura vacinal, atendimento primário à saúde e produção de alimentos, entre outros) e identificar necessidades locais e/ou regionais em relação a esses serviços, a fim de avaliar e/ou promover ações que contribuam para a melhoria na qualidade de vida e nas condições de saúde da população.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 1;EM13LGG101;Compreender e analisar processos de produção e circulação de discursos, nas diferentes linguagens, para fazer escolhas fundamentadas em função de interesses pessoais e coletivos.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 1;EM13LGG102;Analisar visões de mundo, conflitos de interesse, preconceitos e ideologias presentes nos discursos veiculados nas diferentes mídias, ampliando suas possibilidades de explicação, interpretação e intervenção crítica da/na realidade.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 1;EM13LGG103;Analisar o funcionamento das linguagens, para interpretar e produzir criticamente discursos em textos de diversas semioses (visuais, verbais, sonoras, gestuais).;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 1;EM13LGG104;Utilizar as diferentes linguagens, levando em conta seus funcionamentos, para a compreensão e produção de textos e discursos em diversos campos de atuação social.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 1;EM13LGG105;Analisar e experimentar diversos processos de remidiação de produções multissemióticas, multimídia e transmídia, desenvolvendo diferentes modos de participação e intervenção social.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 2;EM13LGG201;Utilizar as diversas linguagens (artísticas, corporais e verbais) em diferentes contextos, valorizando-as como fenômeno social, cultural, histórico, variável, heterogêneo e sensível aos contextos de uso.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 2;EM13LGG202;Analisar interesses, relações de poder e perspectivas de mundo nos discursos das diversas práticas de linguagem (artísticas, corporais e verbais), compreendendo criticamente o modo como circulam, constituem-se e (re)produzem significação e ideologias.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 2;EM13LGG203;Analisar os diálogos e os processos de disputa por legitimidade nas práticas de linguagem e em suas produções (artísticas, corporais e verbais).;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 2;EM13LGG204;Dialogar e produzir entendimento mútuo, nas diversas linguagens (artísticas, corporais e verbais), com vistas ao interesse comum pautado em princípios e valores de equidade assentados na democracia e nos Direitos Humanos.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 3;EM13LGG301;Participar de processos de produção individual e colaborativa em diferentes linguagens (artísticas, corporais e verbais), levando em conta suas formas e seus funcionamentos, para produzir sentidos em diferentes contextos.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 3;EM13LGG302;Posicionar-se criticamente diante de diversas visões de mundo presentes nos discursos em diferentes linguagens, levando em conta seus contextos de produção e de circulação.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 3;EM13LGG303;Debater questões polêmicas de relevância social, analisando diferentes argumentos e opiniões, para formular, negociar e sustentar posições, frente à análise de perspectivas distintas.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 3;EM13LGG304;Formular propostas, intervir e tomar decisões que levem em conta o bem comum e os Direitos Humanos, a consciência socioambiental e o consumo responsável em âmbito local, regional e global.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 3;EM13LGG305;Mapear e criar, por meio de práticas de linguagem, possibilidades de atuação social, política, artística e cultural para enfrentar desafios contemporâneos, discutindo princípios e objetivos dessa atuação de maneira crítica, criativa, solidária e ética.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 4;EM13LGG401;Analisar criticamente textos de modo a compreender e caracterizar as línguas como fenômeno (geo)político, histórico, social, cultural, variável, heterogêneo e sensível aos contextos de uso.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 4;EM13LGG402;Empregar, nas interações sociais, a variedade e o estilo de língua adequados à situação comunicativa, ao(s) interlocutor(es) e ao gênero do discurso, respeitando os usos das línguas por esse(s) interlocutor(es) e sem preconceito linguístico.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 4;EM13LGG403;Fazer uso do inglês como língua de comunicação global, levando em conta a multiplicidade e variedade de usos, usuários e funções dessa língua no mundo contemporâneo.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 5;EM13LGG501;Selecionar e utilizar movimentos corporais de forma consciente e intencional para interagir socialmente em práticas corporais, de modo a estabelecer relações construtivas, empáticas, éticas e de respeito às diferenças.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 5;EM13LGG502;Analisar criticamente preconceitos, estereótipos e relações de poder presentes nas práticas corporais, adotando posicionamento contrário a qualquer manifestação de injustiça e desrespeito a direitos humanos e valores democráticos.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 5;EM13LGG503;Vivenciar práticas corporais e significá-las em seu projeto de vida, como forma de autoconhecimento, autocuidado com o corpo e com a saúde, socialização e entretenimento.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 6;EM13LGG601;Apropriar-se do patrimônio artístico de diferentes tempos e lugares, compreendendo a sua diversidade, bem como os processos de legitimação das manifestações artísticas na sociedade, desenvolvendo visão crítica e histórica.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 6;EM13LGG602;Fruir e apreciar esteticamente diversas manifestações artísticas e culturais, das locais às mundiais, assim como delas participar, de modo a aguçar continuamente a sensibilidade, a imaginação e a criatividade.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 6;EM13LGG603;Expressar-se e atuar em processos de criação autorais individuais e coletivos nas diferentes linguagens artísticas (artes visuais, audiovisual, dança, música e teatro) e nas intersecções entre elas, recorrendo a referências estéticas e culturais, conhecimentos de naturezas diversas (artísticos, históricos, sociais e políticos) e experiências individuais e coletivas.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 6;EM13LGG604;Relacionar as práticas artísticas às diferentes dimensões da vida social, cultural, política e econômica e identificar o processo de construção histórica dessas práticas.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 7;EM13LGG701;Explorar tecnologias digitais da informação e comunicação (TDIC), compreendendo seus princípios e funcionalidades, e utilizá-las de modo ético, criativo, responsável e adequado a práticas de linguagem em diferentes contextos.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 7;EM13LGG702;Avaliar o impacto das tecnologias digitais da informação e comunicação (TDIC) na formação do sujeito e em suas práticas sociais, para fazer uso crítico dessa mídia em práticas de seleção, compreensão e produção de discursos em ambiente digital.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 7;EM13LGG703;Utilizar diferentes linguagens, mídias e ferramentas digitais em processos de produção coletiva, colaborativa e projetos autorais em ambientes digitais.;unidade_tematica
Educação Física;Ensino Médio;1ª série;Competência específica 7;EM13LGG704;Apropriar-se criticamente de processos de pesquisa e busca de informação, por meio de ferramentas e dos novos formatos de produção e distribuição do conhecimento na cultura de rede.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 1;EM13CHS101;Identificar, analisar e comparar diferentes fontes e narrativas expressas em diversas linguagens, com vistas à compreensão de ideias filosóficas e de processos e eventos históricos, geográficos, políticos, econômicos, sociais, ambientais e culturais.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 1;EM13CHS102;Identificar, analisar e discutir as circunstâncias históricas, geográficas, políticas, econômicas, sociais, ambientais e culturais de matrizes conceituais (etnocentrismo, racismo, evolução, modernidade, cooperativismo/desenvolvimento etc.), avaliando criticamente seu significado histórico e comparando-as a narrativas que contemplem outros agentes e discursos.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 1;EM13CHS103;Elaborar hipóteses, selecionar evidências e compor argumentos relativos a processos políticos, econômicos, sociais, ambientais, culturais e epistemológicos, com base na sistematização de dados e informações de diversas naturezas (expressões artísticas, textos filosóficos e sociológicos, documentos históricos e geográficos, gráficos, mapas, tabelas, tradições orais, entre outros).;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 1;EM13CHS104;Analisar objetos e vestígios da cultura material e imaterial de modo a identificar conhecimentos, valores, crenças e práticas que caracterizam a identidade e a diversidade cultural de diferentes sociedades inseridas no tempo e no espaço.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 1;EM13CHS105;Identificar, contextualizar e criticar tipologias evolutivas (populações nômades e sedentárias, entre outras) e oposições dicotômicas (cidade/campo, cultura/ natureza, civilizados/bárbaros, razão/emoção, material/virtual etc.), explicitando suas ambiguidades.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 1;EM13CHS106;Utilizar as linguagens cartográfica, gráfica e iconográfica, diferentes gêneros textuais e tecnologias digitais de informação e comunicação de forma crítica, significativa, reflexiva e ética nas diversas práticas sociais, incluindo as escolares, para se comunicar, acessar e difundir informações, produzir conhecimentos, resolver problemas e exercer protagonismo e autoria na vida pessoal e coletiva.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 2;EM13CHS201;Analisar e caracterizar as dinâmicas das populações, das mercadorias e do capital nos diversos continentes, com destaque para a mobilidade e a fixação de pessoas, grupos humanos e povos, em função de eventos naturais, políticos, econômicos, sociais, religiosos e culturais, de modo a compreender e posicionar-se criticamente em relação a esses processos e às possíveis relações entre eles.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 2;EM13CHS202;Analisar e avaliar os impactos das tecnologias na estruturação e nas dinâmicas de grupos, povos e sociedades contemporâneos (fluxos populacionais, financeiros, de mercadorias, de informações, de valores éticos e culturais etc.), bem como suas interferências nas decisões políticas, sociais, ambientais, econômicas e culturais.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 2;EM13CHS203;Comparar os significados de território, fronteiras e vazio (espacial, temporal e cultural) em diferentes sociedades, contextualizando e relativizando visões dualistas (civilização/barbárie, nomadismo/sedentarismo, esclarecimento/obscurantismo, cidade/campo, entre outras).;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 2;EM13CHS204;Comparar e avaliar os processos de ocupação do espaço e a formação de territórios, territorialidades e fronteiras, identificando o papel de diferentes agentes (como grupos sociais e culturais, impérios, Estados Nacionais e organismos internacionais) e considerando os conflitos populacionais (internos e externos), a diversidade étnico-cultural e as características socioeconômicas, políticas e tecnológicas.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 2;EM13CHS205;Analisar a produção de diferentes territorialidades em suas dimensões culturais, econômicas, ambientais, políticas e sociais, no Brasil e no mundo contemporâneo, com destaque para as culturas juvenis.;unidade_tematica
Geografia;Ensino Médio;1ª série;Competência específica 2;EM13CHS206;Analisar a ocupação humana e a produção do espaço em diferentes tempos, aplicando os princípios de localização, distribuição, ordem, extensão, conexão, arranjos, casualidade, entre outros que contribuem para o raciocínio geográfico.;unidade_tematica
